User_ID,Session_ID,Event,Timestamp,Device,Region,Channel,Product_Category,Revenue,Bounce_Flag
USR00922,SES00922,Browse,2025-10-13 20:48:39,Tablet,North,Email,Electronics,0.0,Yes
USR00922,SES00922,Add to Cart,2025-10-13 20:50:39,Tablet,West,Organic,Beauty,0.0,Yes
USR00923,SES00923,Browse,2025-10-04 19:35:08,Tablet,East,Social Media,Electronics,0.0,Yes
USR00923,SES00923,Add to Cart,2025-10-04 19:38:08,Mobile,East,Organic,Fashion,0.0,Yes
USR00924,SES00924,Browse,2025-10-03 00:37:04,Mobile,North,Email,Electronics,0.0,Yes
USR00924,SES00924,Add to Cart,2025-10-03 00:39:04,Tablet,South,Google Ads,Home,0.0,Yes
USR00924,SES00924,Checkout,2025-10-03 00:44:04,Mobile,South,Email,Fashion,0.0,Yes
USR00925,SES00925,Browse,2025-10-23 15:32:56,Tablet,West,Email,Home,0.0,No
USR00925,SES00925,Add to Cart,2025-10-23 15:36:56,Desktop,East,Google Ads,Fashion,0.0,No
USR00925,SES00925,Checkout,2025-10-23 15:39:56,Desktop,North,Email,Electronics,0.0,No
USR00925,SES00925,Purchase,2025-10-23 15:44:56,Tablet,South,Organic,Sports,1964.8,No
USR00926,SES00926,Browse,2025-10-23 23:13:56,Mobile,North,Organic,Sports,0.0,Yes
USR00926,SES00926,Add to Cart,2025-10-23 23:15:56,Desktop,East,Social Media,Beauty,0.0,Yes
USR00927,SES00927,Browse,2025-10-05 01:41:35,Mobile,East,Organic,Electronics,0.0,Yes
USR00927,SES00927,Add to Cart,2025-10-05 01:45:35,Desktop,East,Social Media,Fashion,0.0,Yes
USR00928,SES00928,Browse,2025-10-30 18:33:36,Tablet,North,Organic,Sports,0.0,Yes
USR00929,SES00929,Browse,2025-10-01 21:58:55,Tablet,South,Email,Beauty,0.0,No
USR00929,SES00929,Add to Cart,2025-10-01 22:03:55,Desktop,South,Social Media,Electronics,0.0,No
USR00929,SES00929,Checkout,2025-10-01 22:05:55,Desktop,North,Google Ads,Beauty,0.0,No
USR00929,SES00929,Purchase,2025-10-01 22:10:55,Desktop,North,Social Media,Home,1504.63,No
USR00930,SES00930,Browse,2025-10-23 05:39:10,Tablet,West,Email,Beauty,0.0,Yes
USR00930,SES00930,Add to Cart,2025-10-23 05:43:10,Mobile,North,Email,Home,0.0,Yes
USR00930,SES00930,Checkout,2025-10-23 05:47:10,Tablet,West,Google Ads,Sports,0.0,Yes
USR00931,SES00931,Browse,2025-10-09 04:55:11,Mobile,North,Email,Electronics,0.0,No
USR00931,SES00931,Add to Cart,2025-10-09 04:58:11,Tablet,South,Organic,Beauty,0.0,No
USR00931,SES00931,Checkout,2025-10-09 05:02:11,Desktop,West,Social Media,Home,0.0,No
USR00931,SES00931,Purchase,2025-10-09 05:04:11,Tablet,North,Google Ads,Fashion,1726.89,No
USR00932,SES00932,Browse,2025-10-21 17:39:47,Tablet,West,Social Media,Home,0.0,Yes
USR00933,SES00933,Browse,2025-10-03 18:34:48,Mobile,West,Organic,Home,0.0,Yes
USR00933,SES00933,Add to Cart,2025-10-03 18:37:48,Desktop,East,Organic,Electronics,0.0,Yes
USR00933,SES00933,Checkout,2025-10-03 18:40:48,Desktop,South,Organic,Electronics,0.0,Yes
USR00934,SES00934,Browse,2025-10-16 11:01:58,Mobile,South,Google Ads,Electronics,0.0,Yes
USR00934,SES00934,Add to Cart,2025-10-16 11:03:58,Mobile,South,Social Media,Electronics,0.0,Yes
USR00935,SES00935,Browse,2025-10-14 14:33:04,Mobile,West,Google Ads,Sports,0.0,Yes
USR00935,SES00935,Add to Cart,2025-10-14 14:38:04,Tablet,East,Google Ads,Fashion,0.0,Yes
USR00935,SES00935,Checkout,2025-10-14 14:40:04,Tablet,West,Email,Fashion,0.0,Yes
USR00936,SES00936,Browse,2025-10-31 10:21:37,Tablet,East,Organic,Sports,0.0,Yes
USR00937,SES00937,Browse,2025-10-13 20:33:47,Desktop,North,Google Ads,Fashion,0.0,Yes
USR00938,SES00938,Browse,2025-10-25 18:22:21,Mobile,West,Google Ads,Beauty,0.0,Yes
USR00938,SES00938,Add to Cart,2025-10-25 18:26:21,Tablet,East,Social Media,Fashion,0.0,Yes
USR00938,SES00938,Checkout,2025-10-25 18:29:21,Mobile,West,Google Ads,Fashion,0.0,Yes
USR00939,SES00939,Browse,2025-10-05 01:59:04,Mobile,East,Email,Beauty,0.0,Yes
USR00940,SES00940,Browse,2025-10-26 13:14:34,Tablet,South,Organic,Beauty,0.0,Yes
USR00940,SES00940,Add to Cart,2025-10-26 13:19:34,Mobile,North,Organic,Fashion,0.0,Yes
USR00941,SES00941,Browse,2025-10-13 10:53:13,Tablet,North,Google Ads,Home,0.0,Yes
USR00941,SES00941,Add to Cart,2025-10-13 10:55:13,Mobile,South,Organic,Beauty,0.0,Yes
USR00942,SES00942,Browse,2025-10-08 16:15:34,Tablet,East,Organic,Electronics,0.0,No
USR00942,SES00942,Add to Cart,2025-10-08 16:17:34,Tablet,North,Organic,Home,0.0,No
USR00942,SES00942,Checkout,2025-10-08 16:22:34,Tablet,South,Google Ads,Sports,0.0,No
USR00942,SES00942,Purchase,2025-10-08 16:26:34,Tablet,South,Email,Electronics,969.3,No
USR00943,SES00943,Browse,2025-10-21 14:57:21,Desktop,South,Email,Fashion,0.0,Yes
USR00943,SES00943,Add to Cart,2025-10-21 15:00:21,Mobile,West,Organic,Electronics,0.0,Yes
USR00943,SES00943,Checkout,2025-10-21 15:04:21,Mobile,North,Google Ads,Sports,0.0,Yes
USR00944,SES00944,Browse,2025-10-06 03:45:37,Tablet,North,Organic,Electronics,0.0,No
USR00944,SES00944,Add to Cart,2025-10-06 03:48:37,Desktop,South,Email,Electronics,0.0,No
USR00944,SES00944,Checkout,2025-10-06 03:51:37,Tablet,West,Email,Beauty,0.0,No
USR00944,SES00944,Purchase,2025-10-06 03:55:37,Mobile,East,Email,Fashion,1154.34,No
USR00945,SES00945,Browse,2025-10-23 05:17:47,Tablet,West,Social Media,Home,0.0,Yes
USR00945,SES00945,Add to Cart,2025-10-23 05:22:47,Mobile,South,Organic,Fashion,0.0,Yes
USR00946,SES00946,Browse,2025-10-26 20:02:14,Desktop,South,Google Ads,Electronics,0.0,Yes
USR00946,SES00946,Add to Cart,2025-10-26 20:07:14,Desktop,East,Email,Home,0.0,Yes
USR00947,SES00947,Browse,2025-10-19 01:38:09,Desktop,North,Email,Sports,0.0,Yes
USR00947,SES00947,Add to Cart,2025-10-19 01:42:09,Mobile,South,Organic,Beauty,0.0,Yes
USR00948,SES00948,Browse,2025-10-09 20:28:58,Desktop,East,Google Ads,Electronics,0.0,Yes
USR00948,SES00948,Add to Cart,2025-10-09 20:32:58,Desktop,North,Google Ads,Sports,0.0,Yes
USR00948,SES00948,Checkout,2025-10-09 20:36:58,Desktop,West,Email,Home,0.0,Yes
USR00949,SES00949,Browse,2025-10-10 22:03:14,Mobile,East,Google Ads,Home,0.0,Yes
USR00949,SES00949,Add to Cart,2025-10-10 22:08:14,Mobile,North,Email,Electronics,0.0,Yes
USR00949,SES00949,Checkout,2025-10-10 22:10:14,Mobile,West,Social Media,Electronics,0.0,Yes
USR00950,SES00950,Browse,2025-10-29 03:05:37,Desktop,East,Email,Home,0.0,Yes
USR00951,SES00951,Browse,2025-10-20 18:54:57,Mobile,East,Google Ads,Sports,0.0,Yes
USR00952,SES00952,Browse,2025-10-30 07:18:23,Desktop,North,Google Ads,Sports,0.0,Yes
USR00952,SES00952,Add to Cart,2025-10-30 07:20:23,Mobile,North,Email,Beauty,0.0,Yes
USR00952,SES00952,Checkout,2025-10-30 07:22:23,Tablet,North,Google Ads,Fashion,0.0,Yes
USR00953,SES00953,Browse,2025-10-03 13:22:39,Mobile,West,Social Media,Beauty,0.0,Yes
USR00953,SES00953,Add to Cart,2025-10-03 13:24:39,Desktop,East,Social Media,Home,0.0,Yes
USR00954,SES00954,Browse,2025-10-09 08:51:36,Mobile,East,Google Ads,Home,0.0,Yes
USR00955,SES00955,Browse,2025-10-15 02:34:35,Mobile,East,Organic,Electronics,0.0,Yes
USR00956,SES00956,Browse,2025-10-14 12:27:30,Tablet,North,Social Media,Fashion,0.0,Yes
USR00956,SES00956,Add to Cart,2025-10-14 12:31:30,Mobile,South,Social Media,Sports,0.0,Yes
USR00957,SES00957,Browse,2025-10-05 00:43:05,Tablet,West,Google Ads,Beauty,0.0,Yes
USR00957,SES00957,Add to Cart,2025-10-05 00:47:05,Desktop,East,Social Media,Beauty,0.0,Yes
USR00957,SES00957,Checkout,2025-10-05 00:52:05,Desktop,South,Social Media,Electronics,0.0,Yes
USR00958,SES00958,Browse,2025-10-01 20:59:32,Mobile,East,Google Ads,Fashion,0.0,Yes
USR00958,SES00958,Add to Cart,2025-10-01 21:02:32,Desktop,East,Email,Fashion,0.0,Yes
USR00958,SES00958,Checkout,2025-10-01 21:06:32,Mobile,East,Google Ads,Sports,0.0,Yes
USR00959,SES00959,Browse,2025-10-29 20:42:47,Desktop,West,Social Media,Fashion,0.0,Yes
USR00959,SES00959,Add to Cart,2025-10-29 20:46:47,Mobile,South,Google Ads,Electronics,0.0,Yes
USR00959,SES00959,Checkout,2025-10-29 20:48:47,Tablet,North,Email,Sports,0.0,Yes
USR00960,SES00960,Browse,2025-10-18 10:49:12,Mobile,North,Google Ads,Beauty,0.0,Yes
USR00961,SES00961,Browse,2025-10-09 21:56:50,Tablet,South,Google Ads,Sports,0.0,Yes
USR00962,SES00962,Browse,2025-10-11 10:36:24,Mobile,North,Google Ads,Home,0.0,No
USR00962,SES00962,Add to Cart,2025-10-11 10:40:24,Desktop,West,Social Media,Home,0.0,No
USR00962,SES00962,Checkout,2025-10-11 10:43:24,Mobile,West,Social Media,Beauty,0.0,No
USR00962,SES00962,Purchase,2025-10-11 10:45:24,Mobile,West,Social Media,Fashion,1890.73,No
USR00963,SES00963,Browse,2025-10-17 06:37:59,Mobile,West,Organic,Sports,0.0,Yes
USR00963,SES00963,Add to Cart,2025-10-17 06:41:59,Desktop,North,Organic,Fashion,0.0,Yes
USR00963,SES00963,Checkout,2025-10-17 06:46:59,Tablet,South,Social Media,Beauty,0.0,Yes
USR00964,SES00964,Browse,2025-10-06 21:34:06,Desktop,West,Organic,Sports,0.0,Yes
USR00964,SES00964,Add to Cart,2025-10-06 21:37:06,Tablet,North,Email,Home,0.0,Yes
USR00965,SES00965,Browse,2025-10-28 01:31:55,Mobile,South,Organic,Sports,0.0,Yes
USR00965,SES00965,Add to Cart,2025-10-28 01:36:55,Mobile,South,Email,Home,0.0,Yes
USR00966,SES00966,Browse,2025-10-15 08:57:36,Mobile,South,Organic,Sports,0.0,No
USR00966,SES00966,Add to Cart,2025-10-15 08:59:36,Tablet,East,Organic,Beauty,0.0,No
USR00966,SES00966,Checkout,2025-10-15 09:01:36,Tablet,North,Google Ads,Electronics,0.0,No
USR00966,SES00966,Purchase,2025-10-15 09:03:36,Mobile,North,Google Ads,Electronics,299.33,No
USR00967,SES00967,Browse,2025-10-25 09:57:29,Desktop,East,Google Ads,Beauty,0.0,Yes
USR00968,SES00968,Browse,2025-10-26 17:57:51,Desktop,West,Organic,Fashion,0.0,No
USR00968,SES00968,Add to Cart,2025-10-26 18:00:51,Tablet,West,Social Media,Home,0.0,No
USR00968,SES00968,Checkout,2025-10-26 18:02:51,Tablet,North,Email,Sports,0.0,No
USR00968,SES00968,Purchase,2025-10-26 18:07:51,Desktop,South,Email,Home,1815.77,No
USR00969,SES00969,Browse,2025-10-07 13:02:00,Tablet,North,Organic,Fashion,0.0,Yes
USR00969,SES00969,Add to Cart,2025-10-07 13:06:00,Desktop,South,Email,Sports,0.0,Yes
USR00969,SES00969,Checkout,2025-10-07 13:08:00,Mobile,West,Email,Fashion,0.0,Yes
USR00970,SES00970,Browse,2025-10-19 02:58:42,Desktop,North,Email,Home,0.0,Yes
USR00971,SES00971,Browse,2025-10-18 13:53:24,Mobile,East,Organic,Beauty,0.0,Yes
USR00971,SES00971,Add to Cart,2025-10-18 13:56:24,Tablet,West,Social Media,Fashion,0.0,Yes
USR00972,SES00972,Browse,2025-10-25 16:28:25,Mobile,South,Organic,Home,0.0,No
USR00972,SES00972,Add to Cart,2025-10-25 16:31:25,Tablet,East,Google Ads,Electronics,0.0,No
USR00972,SES00972,Checkout,2025-10-25 16:33:25,Mobile,East,Email,Fashion,0.0,No
USR00972,SES00972,Purchase,2025-10-25 16:38:25,Desktop,East,Google Ads,Beauty,974.68,No
USR00973,SES00973,Browse,2025-10-13 11:21:50,Tablet,East,Email,Sports,0.0,Yes
USR00973,SES00973,Add to Cart,2025-10-13 11:23:50,Tablet,East,Email,Electronics,0.0,Yes
USR00974,SES00974,Browse,2025-10-10 18:21:26,Mobile,West,Social Media,Beauty,0.0,Yes
USR00975,SES00975,Browse,2025-10-19 23:55:59,Tablet,West,Email,Sports,0.0,Yes
USR00975,SES00975,Add to Cart,2025-10-20 00:00:59,Desktop,South,Email,Sports,0.0,Yes
USR00975,SES00975,Checkout,2025-10-20 00:05:59,Desktop,East,Organic,Beauty,0.0,Yes
USR00976,SES00976,Browse,2025-10-28 17:02:59,Mobile,East,Google Ads,Fashion,0.0,Yes
USR00976,SES00976,Add to Cart,2025-10-28 17:07:59,Desktop,North,Email,Beauty,0.0,Yes
USR00976,SES00976,Checkout,2025-10-28 17:09:59,Tablet,North,Google Ads,Beauty,0.0,Yes
USR00977,SES00977,Browse,2025-10-19 12:19:05,Tablet,East,Social Media,Electronics,0.0,Yes
USR00978,SES00978,Browse,2025-10-11 14:28:34,Mobile,West,Google Ads,Home,0.0,Yes
USR00978,SES00978,Add to Cart,2025-10-11 14:33:34,Mobile,East,Email,Fashion,0.0,Yes
USR00978,SES00978,Checkout,2025-10-11 14:36:34,Mobile,East,Social Media,Fashion,0.0,Yes
USR00979,SES00979,Browse,2025-10-25 10:03:05,Desktop,South,Google Ads,Sports,0.0,No
USR00979,SES00979,Add to Cart,2025-10-25 10:07:05,Desktop,North,Email,Electronics,0.0,No
USR00979,SES00979,Checkout,2025-10-25 10:09:05,Mobile,East,Organic,Home,0.0,No
USR00979,SES00979,Purchase,2025-10-25 10:11:05,Tablet,North,Organic,Electronics,1998.51,No
USR00980,SES00980,Browse,2025-10-27 12:52:25,Desktop,North,Email,Sports,0.0,No
USR00980,SES00980,Add to Cart,2025-10-27 12:56:25,Mobile,South,Email,Sports,0.0,No
USR00980,SES00980,Checkout,2025-10-27 12:58:25,Tablet,West,Social Media,Sports,0.0,No
USR00980,SES00980,Purchase,2025-10-27 13:02:25,Desktop,West,Organic,Sports,497.87,No
USR00981,SES00981,Browse,2025-10-15 19:07:28,Desktop,South,Email,Fashion,0.0,No
USR00981,SES00981,Add to Cart,2025-10-15 19:09:28,Desktop,South,Social Media,Beauty,0.0,No
USR00981,SES00981,Checkout,2025-10-15 19:13:28,Tablet,West,Organic,Sports,0.0,No
USR00981,SES00981,Purchase,2025-10-15 19:18:28,Mobile,North,Social Media,Electronics,1773.25,No
USR00982,SES00982,Browse,2025-10-24 04:44:42,Desktop,West,Email,Electronics,0.0,Yes
USR00983,SES00983,Browse,2025-10-16 13:26:37,Desktop,North,Google Ads,Home,0.0,Yes
USR00983,SES00983,Add to Cart,2025-10-16 13:30:37,Desktop,East,Organic,Beauty,0.0,Yes
USR00983,SES00983,Checkout,2025-10-16 13:34:37,Tablet,South,Social Media,Sports,0.0,Yes
USR00984,SES00984,Browse,2025-10-24 13:57:31,Desktop,South,Google Ads,Electronics,0.0,Yes
USR00985,SES00985,Browse,2025-10-25 11:46:24,Desktop,North,Google Ads,Beauty,0.0,Yes
USR00985,SES00985,Add to Cart,2025-10-25 11:49:24,Mobile,West,Social Media,Home,0.0,Yes
USR00986,SES00986,Browse,2025-10-19 15:03:33,Desktop,West,Google Ads,Electronics,0.0,Yes
USR00987,SES00987,Browse,2025-10-08 04:41:39,Mobile,West,Organic,Electronics,0.0,Yes
USR00987,SES00987,Add to Cart,2025-10-08 04:46:39,Tablet,North,Email,Beauty,0.0,Yes
USR00987,SES00987,Checkout,2025-10-08 04:48:39,Tablet,East,Google Ads,Beauty,0.0,Yes
USR00988,SES00988,Browse,2025-10-29 20:06:38,Mobile,East,Email,Fashion,0.0,Yes
USR00988,SES00988,Add to Cart,2025-10-29 20:09:38,Desktop,North,Social Media,Home,0.0,Yes
USR00989,SES00989,Browse,2025-10-25 23:34:07,Desktop,South,Google Ads,Fashion,0.0,Yes
USR00989,SES00989,Add to Cart,2025-10-25 23:37:07,Desktop,East,Social Media,Home,0.0,Yes
USR00990,SES00990,Browse,2025-10-29 18:13:08,Tablet,North,Organic,Electronics,0.0,Yes
USR00991,SES00991,Browse,2025-10-10 06:15:05,Mobile,North,Organic,Beauty,0.0,Yes
USR00991,SES00991,Add to Cart,2025-10-10 06:17:05,Tablet,East,Google Ads,Fashion,0.0,Yes
USR00991,SES00991,Checkout,2025-10-10 06:21:05,Tablet,West,Organic,Electronics,0.0,Yes
USR00992,SES00992,Browse,2025-10-23 14:12:21,Tablet,South,Social Media,Home,0.0,Yes
USR00993,SES00993,Browse,2025-10-19 15:19:07,Desktop,East,Google Ads,Sports,0.0,Yes
USR00993,SES00993,Add to Cart,2025-10-19 15:22:07,Desktop,South,Google Ads,Electronics,0.0,Yes
USR00994,SES00994,Browse,2025-10-19 09:34:45,Desktop,East,Social Media,Fashion,0.0,No
USR00994,SES00994,Add to Cart,2025-10-19 09:36:45,Desktop,East,Email,Sports,0.0,No
USR00994,SES00994,Checkout,2025-10-19 09:41:45,Desktop,East,Email,Beauty,0.0,No
USR00994,SES00994,Purchase,2025-10-19 09:45:45,Desktop,South,Google Ads,Sports,1455.76,No
USR00995,SES00995,Browse,2025-10-24 04:46:24,Desktop,South,Email,Beauty,0.0,Yes
USR00995,SES00995,Add to Cart,2025-10-24 04:51:24,Tablet,West,Social Media,Fashion,0.0,Yes
USR00996,SES00996,Browse,2025-10-28 13:19:31,Tablet,South,Google Ads,Electronics,0.0,Yes
USR00997,SES00997,Browse,2025-10-08 04:01:32,Mobile,West,Organic,Home,0.0,Yes
USR00997,SES00997,Add to Cart,2025-10-08 04:04:32,Desktop,South,Social Media,Fashion,0.0,Yes
USR00997,SES00997,Checkout,2025-10-08 04:08:32,Mobile,North,Social Media,Home,0.0,Yes
USR00998,SES00998,Browse,2025-10-06 21:55:07,Tablet,West,Organic,Fashion,0.0,Yes
USR00999,SES00999,Browse,2025-10-04 06:14:12,Mobile,North,Google Ads,Beauty,0.0,Yes
USR00999,SES00999,Add to Cart,2025-10-04 06:17:12,Tablet,East,Google Ads,Electronics,0.0,Yes
USR01000,SES01000,Browse,2025-10-29 01:48:28,Mobile,South,Email,Electronics,0.0,Yes
USR01001,SES01001,Browse,2025-10-27 15:54:04,Tablet,East,Organic,Sports,0.0,Yes
USR01001,SES01001,Add to Cart,2025-10-27 15:59:04,Tablet,East,Organic,Sports,0.0,Yes
USR01002,SES01002,Browse,2025-10-10 02:57:46,Mobile,South,Google Ads,Sports,0.0,Yes
USR01003,SES01003,Browse,2025-10-13 21:27:21,Desktop,West,Google Ads,Beauty,0.0,Yes
USR01003,SES01003,Add to Cart,2025-10-13 21:31:21,Tablet,West,Email,Electronics,0.0,Yes
USR01004,SES01004,Browse,2025-10-25 06:28:03,Tablet,East,Email,Home,0.0,Yes
USR01004,SES01004,Add to Cart,2025-10-25 06:32:03,Desktop,West,Organic,Sports,0.0,Yes
USR01004,SES01004,Checkout,2025-10-25 06:34:03,Tablet,South,Google Ads,Fashion,0.0,Yes
USR01005,SES01005,Browse,2025-10-07 07:44:00,Tablet,East,Google Ads,Beauty,0.0,Yes
USR01006,SES01006,Browse,2025-10-10 07:26:12,Desktop,East,Google Ads,Fashion,0.0,Yes
USR01006,SES01006,Add to Cart,2025-10-10 07:31:12,Desktop,South,Organic,Beauty,0.0,Yes
USR01007,SES01007,Browse,2025-10-28 13:34:26,Tablet,West,Social Media,Electronics,0.0,No
USR01007,SES01007,Add to Cart,2025-10-28 13:37:26,Mobile,East,Social Media,Home,0.0,No
USR01007,SES01007,Checkout,2025-10-28 13:40:26,Desktop,East,Email,Sports,0.0,No
USR01007,SES01007,Purchase,2025-10-28 13:43:26,Tablet,East,Google Ads,Fashion,1853.04,No
USR01008,SES01008,Browse,2025-10-29 14:41:44,Tablet,North,Organic,Beauty,0.0,Yes
USR01008,SES01008,Add to Cart,2025-10-29 14:45:44,Desktop,West,Email,Sports,0.0,Yes
USR01008,SES01008,Checkout,2025-10-29 14:47:44,Mobile,West,Social Media,Sports,0.0,Yes
USR01009,SES01009,Browse,2025-10-02 11:06:55,Tablet,East,Social Media,Sports,0.0,Yes
USR01010,SES01010,Browse,2025-10-06 18:30:23,Mobile,North,Social Media,Home,0.0,No
USR01010,SES01010,Add to Cart,2025-10-06 18:35:23,Mobile,South,Social Media,Sports,0.0,No
USR01010,SES01010,Checkout,2025-10-06 18:37:23,Desktop,North,Email,Home,0.0,No
USR01010,SES01010,Purchase,2025-10-06 18:40:23,Desktop,West,Email,Sports,1032.31,No
USR01011,SES01011,Browse,2025-10-06 21:24:32,Desktop,West,Social Media,Electronics,0.0,No
USR01011,SES01011,Add to Cart,2025-10-06 21:29:32,Tablet,North,Google Ads,Electronics,0.0,No
USR01011,SES01011,Checkout,2025-10-06 21:33:32,Desktop,North,Organic,Home,0.0,No
USR01011,SES01011,Purchase,2025-10-06 21:38:32,Mobile,North,Email,Home,733.2,No
USR01012,SES01012,Browse,2025-10-21 10:40:59,Mobile,East,Email,Electronics,0.0,Yes
USR01012,SES01012,Add to Cart,2025-10-21 10:43:59,Desktop,West,Social Media,Electronics,0.0,Yes
USR01012,SES01012,Checkout,2025-10-21 10:46:59,Mobile,South,Email,Home,0.0,Yes
USR01013,SES01013,Browse,2025-10-10 11:24:30,Desktop,West,Organic,Beauty,0.0,Yes
USR01014,SES01014,Browse,2025-10-18 05:00:30,Desktop,North,Google Ads,Fashion,0.0,Yes
USR01014,SES01014,Add to Cart,2025-10-18 05:03:30,Desktop,North,Google Ads,Electronics,0.0,Yes
USR01015,SES01015,Browse,2025-10-13 13:59:24,Desktop,West,Email,Electronics,0.0,Yes
USR01016,SES01016,Browse,2025-10-19 05:31:54,Desktop,West,Social Media,Sports,0.0,No
USR01016,SES01016,Add to Cart,2025-10-19 05:34:54,Tablet,South,Organic,Beauty,0.0,No
USR01016,SES01016,Checkout,2025-10-19 05:36:54,Desktop,West,Social Media,Electronics,0.0,No
USR01016,SES01016,Purchase,2025-10-19 05:39:54,Mobile,North,Google Ads,Home,1646.24,No
USR01017,SES01017,Browse,2025-10-04 01:33:28,Mobile,East,Email,Electronics,0.0,Yes
USR01017,SES01017,Add to Cart,2025-10-04 01:37:28,Tablet,South,Social Media,Electronics,0.0,Yes
USR01017,SES01017,Checkout,2025-10-04 01:41:28,Tablet,East,Google Ads,Fashion,0.0,Yes
USR01018,SES01018,Browse,2025-10-18 04:04:35,Tablet,East,Email,Electronics,0.0,Yes
USR01018,SES01018,Add to Cart,2025-10-18 04:07:35,Desktop,North,Google Ads,Fashion,0.0,Yes
USR01019,SES01019,Browse,2025-10-05 22:27:45,Mobile,North,Google Ads,Fashion,0.0,Yes
USR01019,SES01019,Add to Cart,2025-10-05 22:29:45,Tablet,West,Organic,Fashion,0.0,Yes
USR01019,SES01019,Checkout,2025-10-05 22:31:45,Desktop,South,Social Media,Home,0.0,Yes
USR01020,SES01020,Browse,2025-10-26 08:42:36,Mobile,East,Google Ads,Home,0.0,Yes
USR01021,SES01021,Browse,2025-10-20 04:23:16,Desktop,East,Social Media,Home,0.0,Yes
USR01021,SES01021,Add to Cart,2025-10-20 04:26:16,Mobile,South,Google Ads,Sports,0.0,Yes
USR01021,SES01021,Checkout,2025-10-20 04:31:16,Desktop,West,Organic,Electronics,0.0,Yes
USR01022,SES01022,Browse,2025-10-16 01:53:15,Tablet,West,Organic,Sports,0.0,No
USR01022,SES01022,Add to Cart,2025-10-16 01:56:15,Tablet,North,Social Media,Home,0.0,No
USR01022,SES01022,Checkout,2025-10-16 01:59:15,Desktop,North,Organic,Home,0.0,No
USR01022,SES01022,Purchase,2025-10-16 02:04:15,Mobile,West,Email,Home,976.66,No
USR01023,SES01023,Browse,2025-10-28 21:40:07,Tablet,South,Google Ads,Fashion,0.0,Yes
USR01024,SES01024,Browse,2025-10-04 06:59:35,Mobile,East,Social Media,Sports,0.0,Yes
USR01025,SES01025,Browse,2025-10-14 16:20:53,Tablet,North,Google Ads,Home,0.0,Yes
USR01025,SES01025,Add to Cart,2025-10-14 16:25:53,Tablet,South,Google Ads,Electronics,0.0,Yes
USR01025,SES01025,Checkout,2025-10-14 16:28:53,Desktop,South,Social Media,Sports,0.0,Yes
USR01026,SES01026,Browse,2025-10-28 04:26:17,Desktop,East,Google Ads,Beauty,0.0,Yes
USR01027,SES01027,Browse,2025-10-10 22:14:57,Mobile,West,Google Ads,Home,0.0,Yes
USR01027,SES01027,Add to Cart,2025-10-10 22:17:57,Mobile,East,Social Media,Beauty,0.0,Yes
USR01027,SES01027,Checkout,2025-10-10 22:22:57,Mobile,West,Organic,Fashion,0.0,Yes
USR01028,SES01028,Browse,2025-10-10 19:23:23,Desktop,West,Social Media,Sports,0.0,Yes
USR01029,SES01029,Browse,2025-10-12 21:24:49,Mobile,West,Email,Fashion,0.0,Yes
USR01029,SES01029,Add to Cart,2025-10-12 21:26:49,Desktop,North,Google Ads,Electronics,0.0,Yes
USR01030,SES01030,Browse,2025-10-29 04:00:33,Tablet,East,Organic,Beauty,0.0,Yes
USR01030,SES01030,Add to Cart,2025-10-29 04:03:33,Tablet,East,Google Ads,Home,0.0,Yes
USR01031,SES01031,Browse,2025-10-15 12:46:50,Desktop,South,Email,Electronics,0.0,Yes
USR01031,SES01031,Add to Cart,2025-10-15 12:49:50,Tablet,East,Organic,Fashion,0.0,Yes
USR01032,SES01032,Browse,2025-10-30 13:53:25,Desktop,North,Google Ads,Home,0.0,Yes
USR01033,SES01033,Browse,2025-10-10 05:28:13,Tablet,East,Social Media,Sports,0.0,No
USR01033,SES01033,Add to Cart,2025-10-10 05:31:13,Tablet,South,Email,Sports,0.0,No
USR01033,SES01033,Checkout,2025-10-10 05:35:13,Desktop,East,Email,Sports,0.0,No
USR01033,SES01033,Purchase,2025-10-10 05:38:13,Mobile,South,Google Ads,Beauty,514.92,No
USR01034,SES01034,Browse,2025-10-20 13:58:04,Tablet,West,Organic,Beauty,0.0,Yes
USR01035,SES01035,Browse,2025-10-15 11:33:44,Mobile,North,Email,Fashion,0.0,No
USR01035,SES01035,Add to Cart,2025-10-15 11:36:44,Tablet,South,Social Media,Fashion,0.0,No
USR01035,SES01035,Checkout,2025-10-15 11:38:44,Tablet,South,Organic,Fashion,0.0,No
USR01035,SES01035,Purchase,2025-10-15 11:42:44,Desktop,South,Email,Beauty,344.44,No
USR01036,SES01036,Browse,2025-10-02 02:48:18,Tablet,South,Google Ads,Home,0.0,Yes
USR01036,SES01036,Add to Cart,2025-10-02 02:50:18,Mobile,South,Email,Electronics,0.0,Yes
USR01037,SES01037,Browse,2025-10-16 22:25:24,Tablet,West,Organic,Home,0.0,Yes
USR01038,SES01038,Browse,2025-10-04 00:54:54,Desktop,West,Organic,Home,0.0,Yes
USR01038,SES01038,Add to Cart,2025-10-04 00:58:54,Desktop,South,Social Media,Electronics,0.0,Yes
USR01038,SES01038,Checkout,2025-10-04 01:03:54,Mobile,South,Email,Sports,0.0,Yes
USR01039,SES01039,Browse,2025-10-12 08:40:46,Desktop,South,Organic,Electronics,0.0,Yes
USR01039,SES01039,Add to Cart,2025-10-12 08:44:46,Desktop,East,Google Ads,Fashion,0.0,Yes
